card-title,img-content-orders src,fw-semibold,text-orders-price
IIN00144,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c887/IIN00144.png,GROWATT MID36KTL3- X - 380V - 4MPPT,"R$ 21.999,72"
IIN00110,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c878/IIN00110.png,GROWATT MAC30KTL3-XL - 220V - 3MPPT,"R$ 21.132,28"
IIN00104,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c792/logo.png,GOODWE GW50KN-MT - 380V - 4MPPT,"R$ 45.210,48"
IIN00083,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c862/IIN00083.png,GROWATT MID20KTL3-X - 380V - 2MPPT,"R$ 14.574,16"
IIN00082,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c861/IIN00082.png,GROWATT ON-GRID 60KW - 380V - 3 MPPT (MAC60KTL3-X-LV),"R$ 30.441,65"
IIN00081,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c860/IIN00081.png,GROWATT ON-GRID 75KW - 380V - 7 MPPT - AFCI (MAX75KTL3-LV),De:
IIN00079,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c85e/IIN00079.png,GROWATT MID15KTL3-X - 380V - 2MPPT,"R$ 12.820,52"
IIN00078,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c85d/GROWATT%20MIC3000TL-X%20-220V%20-%201MPPT.png,GROWATT MIC3000TL-X -220V - 1MPPT,"R$ 3.843,75"
IIN00034,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c85a/IIN00034.png,SUNGROW SG40CX - 380V - 4MPPT,"R$ 39.237,95"
IIN00033,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c859/IIN00033.png,SUNGROW SG33CX - 380V - 3MPPT,"R$ 30.394,26"
